trial,tgt_index,ref_index,phi_xt_deg,phi_wt_deg,x_t,w_t,x_r,w_r,dark_v,voltage_mean_v,voltage_std_v,std_ratio
0,2,1,36.87,36.87,0.1,0.1,1,1,-0.000109268832,0.0235220257,6.86240599e-05,0.00291744
0,2,1,53.13,53.13,0.2,0.2,1,1,-0.000109268832,0.0220161578,6.66339995e-05,0.0030266
0,2,1,66.42,66.42,0.3,0.3,1,1,-0.000109268832,0.0228190029,6.78050899e-05,0.00297143
0,2,1,78.46,78.46,0.4,0.4,1,1,-0.000109268832,0.0259830687,7.23648696e-05,0.00278508
0,2,1,90,90,0.5,0.5,1,1,-0.000109268832,0.0318588578,8.09281894e-05,0.00254021
0,2,1,101.5,101.5,0.6,0.6,1,1,-0.000109268832,0.0398768895,9.41786023e-05,0.00236173
0,2,1,113.6,113.6,0.7,0.7,1,1,-0.000109268832,0.0503885246,0.000112605889,0.00223475
0,2,1,126.9,126.9,0.8,0.8,1,1,-0.000109268832,0.0634583979,0.00013647065,0.00215055
0,2,1,143.1,143.1,0.9,0.9,1,1,-0.000109268832,0.0794227184,0.000165953908,0.0020895
0,2,1,180,180,1,1,1,1,-0.000109268832,0.0980345394,0.000202363504,0.00206421
0,3,1,36.87,36.87,0.1,0.1,1,1,-3.06690326e-05,0.023202208,6.83540688e-05,0.00294602
0,3,1,53.13,53.13,0.2,0.2,1,1,-3.06690326e-05,0.0215531265,6.58747669e-05,0.00305639
0,3,1,66.42,66.42,0.3,0.3,1,1,-3.06690326e-05,0.021916901,6.64133515e-05,0.00303023
0,3,1,78.46,78.46,0.4,0.4,1,1,-3.06690326e-05,0.0246910893,7.01700337e-05,0.00284192
0,3,1,90,90,0.5,0.5,1,1,-3.06690326e-05,0.0297949501,7.77822113e-05,0.00261058
0,3,1,101.5,101.5,0.6,0.6,1,1,-3.06690326e-05,0.0375320474,9.00547594e-05,0.00239941
0,3,1,113.6,113.6,0.7,0.7,1,1,-3.06690326e-05,0.0477155398,0.000107665463,0.0022564
0,3,1,126.9,126.9,0.8,0.8,1,1,-3.06690326e-05,0.0606772429,0.000131102685,0.00216066
0,3,1,143.1,143.1,0.9,0.9,1,1,-3.06690326e-05,0.0764499969,0.000160914227,0.00210483
0,3,1,180,180,1,1,1,1,-3.06690326e-05,0.0970778318,0.000201064473,0.00207117
0,4,1,36.87,36.87,0.1,0.1,1,1,1.64427678e-05,0.0224308665,6.73500444e-05,0.00300256
0,4,1,53.13,53.13,0.2,0.2,1,1,1.64427678e-05,0.0199429983,6.39792375e-05,0.00320811
0,4,1,66.42,66.42,0.3,0.3,1,1,1.64427678e-05,0.0197945893,6.37916123e-05,0.00322268
0,4,1,78.46,78.46,0.4,0.4,1,1,1.64427678e-05,0.022211786,6.69767477e-05,0.00301537
0,4,1,90,90,0.5,0.5,1,1,1.64427678e-05,0.0275711428,7.43681566e-05,0.00269732
0,4,1,101.5,101.5,0.6,0.6,1,1,1.64427678e-05,0.0356728593,8.71504173e-05,0.00244305
0,4,1,113.6,113.6,0.7,0.7,1,1,1.64427678e-05,0.0469159853,0.000106404391,0.00226798
0,4,1,126.9,126.9,0.8,0.8,1,1,1.64427678e-05,0.0616917694,0.000133001481,0.0021559
0,4,1,143.1,143.1,0.9,0.9,1,1,1.64427678e-05,0.0801665703,0.00016810152,0.0020969
0,4,1,180,180,1,1,1,1,1.64427678e-05,0.107694625,0.000220519866,0.00204764
0,5,1,36.87,36.87,0.1,0.1,1,1,-1.7427229e-05,0.0228972524,6.78456759e-05,0.00296305
0,5,1,53.13,53.13,0.2,0.2,1,1,-1.7427229e-05,0.0198311131,6.39756807e-05,0.00322603
0,5,1,66.42,66.42,0.3,0.3,1,1,-1.7427229e-05,0.0187489918,6.25971578e-05,0.00333869
0,5,1,78.46,78.46,0.4,0.4,1,1,-1.7427229e-05,0.019867962,6.37804447e-05,0.00321022
0,5,1,90,90,0.5,0.5,1,1,-1.7427229e-05,0.023059996,6.8027118e-05,0.00295001
0,5,1,101.5,101.5,0.6,0.6,1,1,-1.7427229e-05,0.0288162823,7.63314905e-05,0.0026489
0,5,1,113.6,113.6,0.7,0.7,1,1,-1.7427229e-05,0.0375325902,8.99471423e-05,0.00239651
0,5,1,126.9,126.9,0.8,0.8,1,1,-1.7427229e-05,0.0489581267,0.000110195423,0.00225081
0,5,1,143.1,143.1,0.9,0.9,1,1,-1.7427229e-05,0.0647119281,0.00013889807,0.00214641
0,5,1,180,180,1,1,1,1,-1.7427229e-05,0.0907925053,0.000188514873,0.00207633
